hs2,hs2_id,hs4,hs4_id,section,section_id,time,time_id,trade_value,type
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Nonmetal Sulfides,62813,Chemical Products,6,2019,NA,54450,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sodium or Potassium Peroxides,62815,Chemical Products,6,2019,NA,1872291,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Magnesium Hydroxide and Peroxide,62816,Chemical Products,6,2019,NA,6701942,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Zinc Oxide and Peroxide,62817,Chemical Products,6,2019,NA,258210,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Aluminium Oxide,62818,Chemical Products,6,2019,NA,121106899,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Chromium Oxides and Hydroxides,62819,Chemical Products,6,2019,NA,3514607,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Manganese Oxides,62820,Chemical Products,6,2019,NA,336908,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Iron Oxides and Hydroxides,62821,Chemical Products,6,2019,NA,64433337,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Cobalt Oxides and Hydroxides,62822,Chemical Products,6,2019,NA,4680753,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Titanium Oxides,62823,Chemical Products,6,2019,NA,18315619,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Inorganic Salts,62825,Chemical Products,6,2019,NA,122199881,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Fluorides,62826,Chemical Products,6,2019,NA,52944607,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Chlorides,62827,Chemical Products,6,2019,NA,61907806,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hypochlorites,62828,Chemical Products,6,2019,NA,6659439,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Chlorates and Perchlorates,62829,Chemical Products,6,2019,NA,2484494,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfides,62830,Chemical Products,6,2019,NA,1933833,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Dithionites and Sulfoxylates,62831,Chemical Products,6,2019,NA,1415573,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfites,62832,Chemical Products,6,2019,NA,7224469,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Sulfates,62833,Chemical Products,6,2019,NA,39670537,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Nitrites and Nitrates,62834,Chemical Products,6,2019,NA,7627781,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Phosphinates and Phosphonates,62835,Chemical Products,6,2019,NA,41521822,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbonates,62836,Chemical Products,6,2019,NA,26615441,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Cyanides,62837,Chemical Products,6,2019,NA,1506288,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Silicates,62839,Chemical Products,6,2019,NA,1678189,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Borates,62840,Chemical Products,6,2019,NA,3627781,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Oxometallic or Peroxometallic Acid Salts,62841,Chemical Products,6,2019,NA,58154813,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Inorganic Acids Salts,62842,Chemical Products,6,2019,NA,23632419,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Precious Metal Compounds,62843,Chemical Products,6,2019,NA,1544965,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Radioactive Chemicals,62844,Chemical Products,6,2019,NA,7093913,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other Isotopes,62845,Chemical Products,6,2019,NA,2685309,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Rare-Earth Metal Compounds,62846,Chemical Products,6,2019,NA,65188378,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrogen peroxide,62847,Chemical Products,6,2019,NA,10089,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Carbides,62849,Chemical Products,6,2019,NA,119080712,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Hydrides and other anions,62850,Chemical Products,6,2019,NA,12230955,Import--US from China
"Inorganic chemicals; organic and inorganic compounds of precious metals; of rare earth metals, of radio-active elements and of isotopes",628,Other inorganic compounds,62853,Chemical Products,6,2019,NA,5047929,Import--US from China
Organic chemicals,629,Acyclic Hydrocarbons,62901,Chemical Products,6,2019,NA,10941940,Import--US from China
Organic chemicals,629,Cyclic Hydrocarbons,62902,Chemical Products,6,2019,NA,12758491,Import--US from China
Organic chemicals,629,Halogenated Hydrocarbons,62903,Chemical Products,6,2019,NA,382735838,Import--US from China
Organic chemicals,629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,Chemical Products,6,2019,NA,11386261,Import--US from China
Organic chemicals,629,Acyclic Alcohols,62905,Chemical Products,6,2019,NA,75720017,Import--US from China
Organic chemicals,629,Cyclic Alcohols,62906,Chemical Products,6,2019,NA,15920103,Import--US from China
Organic chemicals,629,Phenols,62907,Chemical Products,6,2019,NA,14220858,Import--US from China
Organic chemicals,629,Phenol Derivatives,62908,Chemical Products,6,2019,NA,5025688,Import--US from China
Organic chemicals,629,Ethers,62909,Chemical Products,6,2019,NA,82818625,Import--US from China
Organic chemicals,629,Epoxides,62910,Chemical Products,6,2019,NA,34781256,Import--US from China
Organic chemicals,629,Acetals and Hemiacetals,62911,Chemical Products,6,2019,NA,4668658,Import--US from China
Organic chemicals,629,Aldehydes,62912,Chemical Products,6,2019,NA,42409023,Import--US from China
Organic chemicals,629,Aldehyde Derivatives,62913,Chemical Products,6,2019,NA,1472004,Import--US from China
Organic chemicals,629,Ketones and Quinones,62914,Chemical Products,6,2019,NA,125798540,Import--US from China
Organic chemicals,629,Saturated Acyclic Monocarboxylic Acids,62915,Chemical Products,6,2019,NA,47056695,Import--US from China
Organic chemicals,629,Unsaturated Acyclic Monocarboxylic Acids,62916,Chemical Products,6,2019,NA,222975242,Import--US from China
Organic chemicals,629,Polycarboxylic Acids,62917,Chemical Products,6,2019,NA,162141128,Import--US from China
Organic chemicals,629,Carboxylic Acids,62918,Chemical Products,6,2019,NA,198143166,Import--US from China
Organic chemicals,629,Phosphoric Esters and Salts,62919,Chemical Products,6,2019,NA,63625428,Import--US from China
Organic chemicals,629,Other Esters,62920,Chemical Products,6,2019,NA,60205357,Import--US from China
Organic chemicals,629,Amine Compounds,62921,Chemical Products,6,2019,NA,198644527,Import--US from China
Organic chemicals,629,Oxygen Amino Compounds,62922,Chemical Products,6,2019,NA,243012241,Import--US from China
Organic chemicals,629,Quaternary Ammonium Salts and Hydroxides,62923,Chemical Products,6,2019,NA,55933329,Import--US from China
Organic chemicals,629,Carboxyamide Compounds,62924,Chemical Products,6,2019,NA,227437922,Import--US from China
Organic chemicals,629,Carboxyimide Compounds,62925,Chemical Products,6,2019,NA,49891060,Import--US from China
Organic chemicals,629,Nitrile Compounds,62926,Chemical Products,6,2019,NA,179020162,Import--US from China
Organic chemicals,629,"Diazo, Azo or Aoxy Compounds",62927,Chemical Products,6,2019,NA,5820560,Import--US from China
Organic chemicals,629,Hydrazine or Hydroxylamine Derivatives,62928,Chemical Products,6,2019,NA,17533695,Import--US from China
Organic chemicals,629,Other Nitrogen Compounds,62929,Chemical Products,6,2019,NA,76613183,Import--US from China
Organic chemicals,629,Organo-Sulfur Compounds,62930,Chemical Products,6,2019,NA,232407224,Import--US from China
Organic chemicals,629,Other Organo-Inorganic Compounds,62931,Chemical Products,6,2019,NA,544679485,Import--US from China
Organic chemicals,629,Oxygen Heterocyclic Compounds,62932,Chemical Products,6,2019,NA,304450658,Import--US from China
Organic chemicals,629,Nitrogen Heterocyclic Compounds,62933,Chemical Products,6,2019,NA,1055248882,Import--US from China
Organic chemicals,629,Nucleic Acids,62934,Chemical Products,6,2019,NA,417901749,Import--US from China
Organic chemicals,629,Sulfonamides,62935,Chemical Products,6,2019,NA,164048973,Import--US from China
Organic chemicals,629,Vitamins,62936,Chemical Products,6,2019,NA,505927354,Import--US from China
Organic chemicals,629,Hormones,62937,Chemical Products,6,2019,NA,72622087,Import--US from China
Organic chemicals,629,Glycosides,62938,Chemical Products,6,2019,NA,116064667,Import--US from China
Organic chemicals,629,Vegetable Alkaloids,62939,Chemical Products,6,2019,NA,34224792,Import--US from China
Organic chemicals,629,Chemically Pure Sugars,62940,Chemical Products,6,2019,NA,24208788,Import--US from China
Organic chemicals,629,Antibiotics,62941,Chemical Products,6,2019,NA,219618030,Import--US from China
Organic chemicals,629,Other Organic Compounds,62942,Chemical Products,6,2019,NA,8448871,Import--US from China
Pharmaceutical products,630,Glands and Other Organs,63001,Chemical Products,6,2019,NA,150542322,Import--US from China
Pharmaceutical products,630,"Blood, antisera, vaccines, toxins and cultures",63002,Chemical Products,6,2019,NA,80303912,Import--US from China
Pharmaceutical products,630,Unpackaged Medicaments,63003,Chemical Products,6,2019,NA,34553232,Import--US from China
Pharmaceutical products,630,Packaged Medicaments,63004,Chemical Products,6,2019,NA,453625081,Import--US from China
Pharmaceutical products,630,Bandages,63005,Chemical Products,6,2019,NA,437504733,Import--US from China
Pharmaceutical products,630,Special Pharmaceuticals,63006,Chemical Products,6,2019,NA,61009729,Import--US from China
Fertilizers,631,Animal or Vegetable Fertilizers,63101,Chemical Products,6,2019,NA,3060599,Import--US from China
Fertilizers,631,Nitrogenous Fertilizers,63102,Chemical Products,6,2019,NA,7972695,Import--US from China
